Role,Company,Location,Duration,Posted,Skills,Applicants,est_stipend,Gender
HR,WE HIRE INDIA,Faridabad,6 Months,Few hours ago,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Word",0,13750,Any
Graphic Design,Valuewaves,WFH,6 Months,Few hours ago,"Adobe After Effects, Adobe Creative Suite, Adobe InDesign, Adobe Photoshop, Adobe Premiere Pro, Canva, CorelDRAW, UI & UX Design",55,1250,Any
Market Research,Mindenious Edutech,WFH,2 Months,Few hours ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",66,8500,Any
Marketing,Mindenious Edutech,WFH,2 Months,Few hours ago,"Leadership, Lead Generation, Marketing Automation, Marketing Campaigns , Marketing Strategies , Sales Strategy, Social Media Marketing",129,7250,Any
Volunteering,Make A Difference,Mumbai,6 Months,Few hours ago,"Hindi Proficiency (Spoken), Marathi Proficiency(Spoken), Mentorship, Teaching",0,0,Any
Volunteering,Make A Difference,Virar,6 Months,Few hours ago,"Hindi Proficiency (Spoken), Marathi Proficiency(Spoken), Mentorship, Teaching",0,0,Any
Volunteering,Make A Difference,Vasai,6 Months,Few hours ago,"Hindi Proficiency (Spoken), Marathi Proficiency(Spoken), Mentorship, Teaching",0,0,Any
Volunteering,Make A Difference,Andhari,6 Months,Few hours ago,"Hindi Proficiency (Spoken), Marathi Proficiency(Spoken), Mentorship, Teaching",0,0,Any
Volunteering,Make A Difference,Goregaon Kh,6 Months,Few hours ago,"Hindi Proficiency (Spoken), Marathi Proficiency(Spoken), Mentorship, Teaching",0,0,Any
Marketing,Noosagreen,Gurgaon,4 Months,Few hours ago,"Canva, Digital Marketing, English Proficiency (Written), Instagram Marketing, MS-Excel, Shopify, Social Media Marketing",0,9500,Any
Marketing,Teach Maven,WFH,2 Months,Few hours ago,"English Proficiency (Spoken), Kannada Proficiency (Spoken), Malayalam Proficiency (Spoken), Social Media Marketing, Tamil Proficiency (Spoken), Telugu Proficiency (Spoken)",139,13000,Any
Sales,AptivCode,WFH,2 Months,Few hours ago,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing",0,1850,Any
Marketing,Fauna Pets,Delhi,3 Months,Few hours ago,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Social Media Marketing, Video Making",0,2000,Any
Marketing,Fauna Pets,Hyderabad,3 Months,Few hours ago,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Social Media Marketing, Video Making",0,2000,Any
Marketing,Fauna Pets,Mumbai,3 Months,Few hours ago,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Social Media Marketing, Video Making",0,2000,Any
Marketing,Fauna Pets,Varanasi,3 Months,Few hours ago,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Social Media Marketing, Video Making",0,2000,Any
Marketing,Fauna Pets,Bangalore,3 Months,Few hours ago,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Social Media Marketing, Video Making",0,2000,Any
Marketing,Tripple One Solutions,WFH,1 Month,Few hours ago,"Digital Marketing, Effective Communication, Lead Generation, Marketing, Social Media Marketing",185,6500,Any
Lead Generation,Techqueto LLP,Pune,6 Months,Few hours ago,"Digital Marketing, Social Media Marketing",0,3000,Any
Lead Generation,Techqueto LLP,Mumbai,6 Months,Few hours ago,"Digital Marketing, Social Media Marketing",0,3000,Any
Marketing,Anya Segen,Noida,3 Months,Few hours ago,"Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Interpersonal skills, Social Media Marketing",0,11000,Any
Video Making/Editing,DenimsAndJeans.com,Delhi,3 Months,Few hours ago,"Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making",0,15000,Any
Video Making/Editing,BlackPapers,WFH,6 Months,Few hours ago,"Adobe Premiere Pro, Canva, Filmora, Video Editing",98,11000,Any
Consultant,GiveIndia,WFH,1 Month,Few hours ago,Computer skills,145,5000,Any
Analytics,Modani Financial Services,Jaipur,4 Months,Few hours ago,"MS-Excel, MS-Office, Research and Analytics, Statistics",0,2000,Any
Sales,Signal Expert Global,Indore,3 Months,Few hours ago,"Client Interaction, Client Relationship, Client Relationship Management (CRM), Customer Acquisition, Effective Communication, Interpersonal skills, Sales, Sales Support",0,9000,Any
Operations,Royal Monarch Fintech Pvt. Ltd.,Ahmedabad,5 Months,Few hours ago,"Analytical Thinking, Client Interaction, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Sheets, MS-Excel, Operations, Problem Solving, Time Management",0,12500,Any
Operations,Royal Monarch Fintech Pvt. Ltd.,Gujarat,5 Months,Few hours ago,"Analytical Thinking, Client Interaction, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Sheets, MS-Excel, Operations, Problem Solving, Time Management",0,12500,Any
Sales,ISPG Technologies India Pvt. Ltd.,Kochi,6 Months,Few hours ago,"Effective Communication, Email Management, LinkedIn Marketing",0,17500,Any
Marketing,Urban Trekkers,Mumbai,6 Months,Few hours ago,"Client Interaction, Client Relationship, Effective Communication, English Proficiency (Spoken), Multitasking, Social Media Marketing",0,17000,Any
HR,XS Associates,Jaipur,2 Months,Few hours ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Office, MS-Word",0,6000,Any
Graphic Design,The Email Mafia,WFH,3 Months,Few hours ago,"Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, Canva, Graphic Design",123,45000,Any
Marketing,CEG STAKE,WFH,3 Months,Few hours ago,LinkedIn Marketing,121,5500,Any
HR,Buckstrades LLP,Delhi,2 Months,Few hours ago,"English Proficiency (Spoken), English Proficiency (Written)",66,7500,Any
Sales,Globalmed Essential,Delhi,3 Months,Few hours ago,"Cold Calling, Digital Marketing, Sales, Social Media Marketing",0,26000,Any
Sales,Globalmed Essential,Kolkata,3 Months,Few hours ago,"Cold Calling, Digital Marketing, Sales, Social Media Marketing",0,26000,Any
Sales,Globalmed Essential,Mumbai,3 Months,Few hours ago,"Cold Calling, Digital Marketing, Sales, Social Media Marketing",0,26000,Any
Sales,Globalmed Essential,Bangalore,3 Months,Few hours ago,"Cold Calling, Digital Marketing, Sales, Social Media Marketing",0,26000,Any
Web Development,Inovize IT Solutions,Jaipur,6 Months,Few hours ago,"CSS, Flutter, HTML, JavaScript, Node.js, React",0,10000,Any
Fashion,PANIT AND CHERRY & JERRY,Noida,3 Months,Few hours ago,"Adobe Illustrator, CAD, CorelDRAW",0,6500,Any
Sales,Yuvraj Singh,Zirakpur,4 Months,Few hours ago,"English Proficiency (Spoken), MS-Excel, Research and Analytics",0,3000,Any
HR,Aaptatt,WFH,6 Months,Few hours ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word",311,7750,Any
UI/UX Design,UX Pro,WFH,3 Months,Few hours ago,"Adobe After Effects, Animation, Figma, Generative AI Tools, UI & UX Design, UX Research, Video Editing",139,6000,Any
Marketing,Emprise Productions Pvt. Ltd.,Delhi,1 Month,Few hours ago,"Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Social Media Marketing",0,6500,Any
Marketing,Muskurahat Foundation,WFH,1 Month,Few hours ago,"English Proficiency (Spoken), Marketing, MS-Excel, MS-PowerPoint",140,7500,Any
Marketing,Itdesks.co,WFH,6 Months,Few hours ago,"Content Editing, Content Management, Content Marketing, Content Writing, Facebook Ads, Influencer Marketing, Instagram Ads, Instagram Marketing, Instrument Handling, Search Engine Optimization (SEO), Video Editing, Videography, Video Making, Video Marketing",156,12500,Any
Marketing,IYS Skills Tech,WFH,3 Months,Few hours ago,"Digital Marketing, Email Marketing, Research and Analytics, Social Media Marketing",129,25000,Any
Sales,Scenario Automation India Ltd.,Bangalore,1 Month,Few hours ago,"Data Analysis, Digital Marketing, Interior design, Marketing Strategies , Sales Management, Search Engine Optimization (SEO)",0,3750,Any
Supply Chain Management (SCM),Black Light Marketing Pvt. Ltd.,WFH,4 Months,Few hours ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Office",180,38000,Any
Content Writing,InAmigos Foundation,WFH,2 Weeks,Few hours ago,"Content Writing, English Proficiency (Spoken), English Proficiency (Written)",192,2750,Any
AI,Testline,WFH,2 Months,Few hours ago,"Artificial intelligence, Data Engineering, Data Science, Data Structures, SQL",316,20000,Any
Sales,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Few hours ago,"Canva, Marketing, Sales",0,3000,Any
Sales,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Few hours ago,Canva,0,3000,Any
Mobile Dev,Giglith,WFH,3 Months,Few hours ago,"Dart, Express.js, Flutter, Git, Node.js, PostgreSQL",53,3000,Any
Sales,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Few hours ago,Canva,0,3000,Any
Sales,RenB Digital,WFH,6 Months,Few hours ago,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), LinkedIn Marketing, Marketing, MS-Office, Sales",0,8500,Any
Analytics,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Few hours ago,Lead Generation,79,3000,Any
Sales,Whinta,WFH,4 Months,Few hours ago,Sales,34,5500,Any
Sales,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Few hours ago,Canva,0,3000,Any
SME,Megaminds IT Services,WFH,6 Months,Few hours ago,"Computer Vision, Data Analytics, Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), GitHub, Machine Learning, MS-Office, MS-Word, Natural Language Processing (NLP), Python, R Programming, Subject Matter Expert (SME)",107,7000,Any
Consultant,Abroad Eduversity,Kolkata,3 Months,Few hours ago,"English Proficiency (Spoken), English Proficiency (Written)",0,9000,Any
Animation,Kontent Spark A Tengen Infinity Brand,WFH,3 Months,Few hours ago,"Adobe After Effects, Adobe Animate, Adobe Illustrator, Audio Editing, Autodesk 3ds Max, Autodesk Maya, Unity Engine",0,3500,Any
Market Research,Megaminds IT Services,WFH,6 Months,Few hours ago,"Analytical Thinking, Computer Networking, Data Analysis, English Proficiency (Written), LaTeX, Logical reasoning, MS-Office, Python, Research and Analytics",138,8000,Any
Crowdfunding,Pawzz,WFH,1 Month,Few hours ago,"Blogging, Business Analysis, Content Marketing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Market Analysis, Marketing, Product Management, Sales, Social Media Marketing, Time Management",130,4750,Any
Marketing,Random Rubble,Mumbai,4 Months,Few hours ago,"Capcut, Content Editing, Content Marketing, Content Writing, Digital Marketing, Digital Marketing Tools, Instagram Marketing, Research and Analytics, Social Media Marketing, Time Management, Video Making, Visual Design",0,6000,Any
Marketing,Cannibals Media Pvt. Ltd.,WFH,1 Month,Few hours ago,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing",170,3000,Any
Volunteering,Pawzz,WFH,4 Weeks,Few hours ago,"Business Analysis, Business Research, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Instagram Marketing, Marketing, MS-Excel, MS-Word, Recruitment, Social Media Marketing, Time Management",118,4750,Any
Marketing,Cannibals Media Pvt. Ltd.,WFH,1 Month,Few hours ago,"English Proficiency (Spoken), Social Media Marketing",95,3000,Any
Marketing,Plan D Media,WFH,5 Months,Few hours ago,"Content Marketing, Content Writing, Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Ads, Facebook Marketing, Google AdWords, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, YouTube Ads",178,11500,Any
Analytics,AI Certs,WFH,2 Months,Few hours ago,"Data Analytics, MS-Excel, SQL",737,8000,Any
Sales,INI8 Labs Pvt. Ltd.,WFH,3 Months,Few hours ago,"B2B Sales, Effective Communication, Interpersonal skills, Lead Generation",120,13500,Any
Graphic Design,InAmigos Foundation,WFH,2 Weeks,Few hours ago,English Proficiency (Spoken),61,2500,Any
Copywriting,InAmigos Foundation,WFH,2 Weeks,Few hours ago,"Content Writing, English Proficiency (Spoken), English Proficiency (Written)",114,2500,Any
Web Development,Skillsequel,WFH,4 Months,Few hours ago,JavaScript,1000,11250,Any
Analytics,Skillsequel,WFH,3 Months,Few hours ago,Data Analytics,762,11250,Any
AI,Skillsequel,WFH,3 Months,Few hours ago,Machine Learning,454,11250,Any
Analytics,Zean Lithos And Company Pvt. Ltd.,WFH,2 Months,Few hours ago,"MS-Excel, MS-Word",715,10500,Any
Marketing,Tech Learnit,WFH,1 Month,Today,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Written), Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",75,2500,Any
Customer Support,Chef Bae,Kottayam,3 Months,Today,"English Proficiency (Spoken), English Proficiency (Written)",0,10000,Any
Customer Support,Chef Bae,Thrissur,3 Months,Today,"English Proficiency (Spoken), English Proficiency (Written)",0,10000,Any
Customer Support,Chef Bae,Alappuzha,3 Months,Today,"English Proficiency (Spoken), English Proficiency (Written)",0,10000,Any
Customer Support,Chef Bae,Kochi,3 Months,Today,"English Proficiency (Spoken), English Proficiency (Written)",0,10000,Any
Customer Support,Chef Bae,Palakkad,3 Months,Today,"English Proficiency (Spoken), English Proficiency (Written)",0,10000,Any
Customer Support,Chef Bae,Cochin,3 Months,Today,"English Proficiency (Spoken), English Proficiency (Written)",0,10000,Any
Sales,Anjita IT Solutions Pvt. Ltd.,Mumbai,6 Months,Today,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing",0,9000,Any
Lead Generation,Wiys,WFH,3 Months,Today,"Effective Communication, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Lead Generation",70,4500,Any
Marketing,Ayushya,Delhi,3 Months,Today,"Content Marketing, Creative Writing, Digital Marketing",29,10000,Any
Marketing,InAmigos Foundation,WFH,2 Weeks,Today,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Optimization (SEO), Social Media Marketing",139,2750,Any
Marketing,InAmigos Foundation,WFH,2 Weeks,Today,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Marketing (SEM), Social Media Marketing",107,2250,Any
Social Work,InAmigos Foundation,WFH,2 Weeks,Today,Effective Communication,59,2000,Any
UI/UX Design,Global Trend,WFH,3 Months,Today,"Figma, UI & UX Design",310,10000,Any
SEO,Uncodemy,WFH,6 Months,Today,Search Engine Optimization (SEO),158,2000,Any
Analytics,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Today,Lead Generation,44,3000,Any
Analytics,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Today,Lead Generation,0,3000,Any
CA,Second Brain App,WFH,2 Months,Today,"Autodesk 3ds Max, Autodesk Fusion 360, SolidWorks",50,4000,Any
Analytics,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Today,Lead Generation,0,3000,Any
Sales,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Today,Canva,0,3000,Any
Analytics,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Today,Lead Generation,0,3000,Any
Analytics,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Today,Lead Generation,0,3000,Any
Sales,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Today,Canva,27,3000,Any
Market Research,Ozibook Tech Solutions Pvt. Ltd.,WFH,3 Months,Today,Research and Analytics,0,1000,Any
Android App Development,Megaminds IT Services,WFH,6 Months,Today,"Android, Database Management System (DBMS), Firebase, Java, Kotlin, REST API, UI & UX Design, XML",224,7000,Any
Customer Support,Fancy Pastels,Jaipur,3 Months,Today,"Email Management, English Proficiency (Spoken), English Proficiency (Written), MS-Excel",0,15000,Any
Web Development,High Without Weed,Jaipur,3 Months,Today,"CSS, HTML, JavaScript, MongoDB, MySQL, PHP, Python, React",36,8500,Any
Sales,Ethics Finserve,Gorakhpur,4 Months,Today,"Effective Communication, Marketing",0,6500,Any
Sales,Ethics Finserve,Lucknow,4 Months,Today,"Effective Communication, Marketing",0,6500,Any
Sales,Ethics Finserve,Sitapur,4 Months,Today,"Effective Communication, Marketing",0,6500,Any
Sales,Ethics Finserve,Varanasi,4 Months,Today,"Effective Communication, Marketing",0,6500,Any
